ORG_CODE,District_Name,COUNTY,Grade,District_Total,Black,Asian,Hispanic,Multiracial,NativeAmerican,NativeHawaiianPacificIslander,White,Black%,Asian%,Hispanic%,Multiracial%,NativeAmerican%,NativeHawaiianPacificIslander%,White%
0001,Abington,Plymouth,Gr.1,157,9,5,9,1,3,0,130,5.73%,3.18%,5.73%,0.64%,1.91%,0.00%,82.80%
0001,Abington,Plymouth,Gr.2,145,10,3,10,1,2,0,119,6.90%,2.07%,6.90%,0.69%,1.38%,0.00%,82.07%
0001,Abington,Plymouth,Gr.3,165,6,2,21,0,0,1,135,3.64%,1.21%,12.73%,0.00%,0.00%,0.61%,81.82%
0001,Abington,Plymouth,Gr.4,136,7,5,11,3,0,0,110,5.15%,3.68%,8.09%,2.21%,0.00%,0.00%,80.88%
0001,Abington,Plymouth,Gr.5,167,5,5,16,3,0,0,138,2.99%,2.99%,9.58%,1.80%,0.00%,0.00%,82.63%
0001,Abington,Plymouth,Gr.6,172,6,4,20,3,2,0,137,3.49%,2.33%,11.63%,1.74%,1.16%,0.00%,79.65%
0001,Abington,Plymouth,Gr.7,164,3,4,12,5,1,0,139,1.83%,2.44%,7.32%,3.05%,0.61%,0.00%,84.76%
0001,Abington,Plymouth,Gr.8,187,6,3,14,0,0,0,164,3.21%,1.60%,7.49%,0.00%,0.00%,0.00%,87.70%
0001,Abington,Plymouth,Gr.9,160,7,6,20,2,0,0,125,4.38%,3.75%,12.50%,1.25%,0.00%,0.00%,78.13%
0001,Abington,Plymouth,Gr.10,156,10,4,12,3,0,0,127,6.41%,2.56%,7.69%,1.92%,0.00%,0.00%,81.41%
0001,Abington,Plymouth,Gr.11,154,8,3,15,1,0,0,127,5.19%,1.95%,9.74%,0.65%,0.00%,0.00%,82.47%
0001,Abington,Plymouth,Gr.12,117,3,4,6,2,0,0,102,2.56%,3.42%,5.13%,1.71%,0.00%,0.00%,87.18%
0001,Abington,Plymouth,SPED_Beyond_Grade_12,6,0,0,1,0,0,0,5,0.00%,0.00%,16.67%,0.00%,0.00%,0.00%,83.33%
0001,Abington,Plymouth,K,169,9,4,22,2,1,0,131,5.33%,2.37%,13.02%,1.18%,0.59%,0.00%,77.51%
0001,Abington,Plymouth,PK,88,9,4,7,0,0,0,68,10.23%,4.55%,7.95%,0.00%,0.00%,0.00%,77.27%
0003,Acushnet,Bristol,Gr.1,127,1,2,2,4,0,0,118,0.79%,1.57%,1.57%,3.15%,0.00%,0.00%,92.91%
0003,Acushnet,Bristol,Gr.2,109,4,1,5,3,0,0,96,3.67%,0.92%,4.59%,2.75%,0.00%,0.00%,88.07%
0003,Acushnet,Bristol,Gr.3,85,1,0,4,5,1,0,74,1.18%,0.00%,4.71%,5.88%,1.18%,0.00%,87.06%
0003,Acushnet,Bristol,Gr.4,111,0,1,4,7,0,0,99,0.00%,0.90%,3.60%,6.31%,0.00%,0.00%,89.19%
0003,Acushnet,Bristol,Gr.5,110,0,1,8,4,0,0,97,0.00%,0.91%,7.27%,3.64%,0.00%,0.00%,88.18%
0003,Acushnet,Bristol,Gr.6,101,1,1,2,0,0,0,97,0.99%,0.99%,1.98%,0.00%,0.00%,0.00%,96.04%
0003,Acushnet,Bristol,Gr.7,112,0,1,6,6,0,0,99,0.00%,0.89%,5.36%,5.36%,0.00%,0.00%,88.39%
0003,Acushnet,Bristol,Gr.8,120,2,1,2,3,0,0,112,1.67%,0.83%,1.67%,2.50%,0.00%,0.00%,93.33%
0003,Acushnet,Bristol,Gr.9,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0003,Acushnet,Bristol,Gr.10,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0003,Acushnet,Bristol,Gr.11,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0003,Acushnet,Bristol,Gr.12,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0003,Acushnet,Bristol,SPED_Beyond_Grade_12,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0003,Acushnet,Bristol,K,89,1,1,5,3,0,0,79,1.12%,1.12%,5.62%,3.37%,0.00%,0.00%,88.76%
0003,Acushnet,Bristol,PK,46,1,0,4,2,0,0,39,2.17%,0.00%,8.70%,4.35%,0.00%,0.00%,84.78%
0005,Agawam,Hampden,Gr.1,250,3,12,23,6,0,0,206,1.20%,4.80%,9.20%,2.40%,0.00%,0.00%,82.40%
0005,Agawam,Hampden,Gr.2,234,6,10,26,8,0,0,184,2.56%,4.27%,11.11%,3.42%,0.00%,0.00%,78.63%
0005,Agawam,Hampden,Gr.3,288,8,4,19,7,0,1,249,2.78%,1.39%,6.60%,2.43%,0.00%,0.35%,86.46%
0005,Agawam,Hampden,Gr.4,255,3,6,24,6,0,0,216,1.18%,2.35%,9.41%,2.35%,0.00%,0.00%,84.71%
0005,Agawam,Hampden,Gr.5,274,11,10,33,7,0,0,213,4.01%,3.65%,12.04%,2.55%,0.00%,0.00%,77.74%
0005,Agawam,Hampden,Gr.6,312,3,11,35,13,0,0,250,0.96%,3.53%,11.22%,4.17%,0.00%,0.00%,80.13%
0005,Agawam,Hampden,Gr.7,270,11,4,18,6,0,0,231,4.07%,1.48%,6.67%,2.22%,0.00%,0.00%,85.56%
0005,Agawam,Hampden,Gr.8,290,10,12,20,10,0,0,238,3.45%,4.14%,6.90%,3.45%,0.00%,0.00%,82.07%
0005,Agawam,Hampden,Gr.9,297,4,10,28,8,0,0,247,1.35%,3.37%,9.43%,2.69%,0.00%,0.00%,83.16%
0005,Agawam,Hampden,Gr.10,234,6,5,15,10,1,0,197,2.56%,2.14%,6.41%,4.27%,0.43%,0.00%,84.19%
0005,Agawam,Hampden,Gr.11,278,4,3,21,8,0,0,242,1.44%,1.08%,7.55%,2.88%,0.00%,0.00%,87.05%
0005,Agawam,Hampden,Gr.12,265,3,8,14,2,0,0,238,1.13%,3.02%,5.28%,0.75%,0.00%,0.00%,89.81%
0005,Agawam,Hampden,SPED_Beyond_Grade_12,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0005,Agawam,Hampden,K,263,3,15,30,13,0,0,202,1.14%,5.70%,11.41%,4.94%,0.00%,0.00%,76.81%
0005,Agawam,Hampden,PK,160,6,15,18,7,0,0,114,3.75%,9.38%,11.25%,4.38%,0.00%,0.00%,71.25%
0007,Amesbury,Essex,Gr.1,115,1,1,7,5,0,1,100,0.87%,0.87%,6.09%,4.35%,0.00%,0.87%,86.96%
0007,Amesbury,Essex,Gr.2,147,2,1,19,6,0,0,119,1.36%,0.68%,12.93%,4.08%,0.00%,0.00%,80.95%
0007,Amesbury,Essex,Gr.3,144,6,2,16,5,0,0,115,4.17%,1.39%,11.11%,3.47%,0.00%,0.00%,79.86%
0007,Amesbury,Essex,Gr.4,163,3,2,14,6,1,0,137,1.84%,1.23%,8.59%,3.68%,0.61%,0.00%,84.05%
0007,Amesbury,Essex,Gr.5,181,1,5,16,8,1,0,150,0.55%,2.76%,8.84%,4.42%,0.55%,0.00%,82.87%
0007,Amesbury,Essex,Gr.6,162,4,2,18,10,0,0,128,2.47%,1.23%,11.11%,6.17%,0.00%,0.00%,79.01%
0007,Amesbury,Essex,Gr.7,156,3,4,11,5,0,1,132,1.92%,2.56%,7.05%,3.21%,0.00%,0.64%,84.62%
0007,Amesbury,Essex,Gr.8,169,6,0,21,4,0,1,137,3.55%,0.00%,12.43%,2.37%,0.00%,0.59%,81.07%
0007,Amesbury,Essex,Gr.9,126,2,0,9,7,0,0,108,1.59%,0.00%,7.14%,5.56%,0.00%,0.00%,85.71%
0007,Amesbury,Essex,Gr.10,137,2,2,8,6,0,0,119,1.46%,1.46%,5.84%,4.38%,0.00%,0.00%,86.86%
0007,Amesbury,Essex,Gr.11,152,4,3,11,8,0,0,126,2.63%,1.97%,7.24%,5.26%,0.00%,0.00%,82.89%
0007,Amesbury,Essex,Gr.12,161,2,2,7,3,0,0,147,1.24%,1.24%,4.35%,1.86%,0.00%,0.00%,91.30%
0007,Amesbury,Essex,SPED_Beyond_Grade_12,6,0,0,0,0,0,0,6,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%
0007,Amesbury,Essex,K,134,3,0,16,3,0,0,112,2.24%,0.00%,11.94%,2.24%,0.00%,0.00%,83.58%
0007,Amesbury,Essex,PK,59,0,0,4,0,0,0,55,0.00%,0.00%,6.78%,0.00%,0.00%,0.00%,93.22%
0008,Amherst,Hampshire,Gr.1,148,14,13,33,16,0,0,72,9.46%,8.78%,22.30%,10.81%,0.00%,0.00%,48.65%
0008,Amherst,Hampshire,Gr.2,139,14,20,28,12,2,0,63,10.07%,14.39%,20.14%,8.63%,1.44%,0.00%,45.32%
0008,Amherst,Hampshire,Gr.3,150,16,20,30,11,0,0,73,10.67%,13.33%,20.00%,7.33%,0.00%,0.00%,48.67%
0008,Amherst,Hampshire,Gr.4,161,20,27,30,3,0,1,80,12.42%,16.77%,18.63%,1.86%,0.00%,0.62%,49.69%
0008,Amherst,Hampshire,Gr.5,146,8,19,35,10,0,0,74,5.48%,13.01%,23.97%,6.85%,0.00%,0.00%,50.68%
0008,Amherst,Hampshire,Gr.6,168,15,16,39,11,0,0,87,8.93%,9.52%,23.21%,6.55%,0.00%,0.00%,51.79%
0008,Amherst,Hampshire,Gr.7,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0008,Amherst,Hampshire,Gr.8,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0008,Amherst,Hampshire,Gr.9,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0008,Amherst,Hampshire,Gr.10,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0008,Amherst,Hampshire,Gr.11,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0008,Amherst,Hampshire,Gr.12,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0008,Amherst,Hampshire,SPED_Beyond_Grade_12,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0008,Amherst,Hampshire,K,128,12,16,25,9,1,0,65,9.38%,12.50%,19.53%,7.03%,0.78%,0.00%,50.78%
0008,Amherst,Hampshire,PK,53,4,5,15,3,0,0,26,7.55%,9.43%,28.30%,5.66%,0.00%,0.00%,49.06%
0009,Andover,Essex,Gr.1,443,11,84,41,29,0,0,278,2.48%,18.96%,9.26%,6.55%,0.00%,0.00%,62.75%
0009,Andover,Essex,Gr.2,399,11,83,20,9,0,0,276,2.76%,20.80%,5.01%,2.26%,0.00%,0.00%,69.17%
0009,Andover,Essex,Gr.3,422,9,71,26,16,0,0,300,2.13%,16.82%,6.16%,3.79%,0.00%,0.00%,71.09%
0009,Andover,Essex,Gr.4,458,11,92,25,14,1,0,315,2.40%,20.09%,5.46%,3.06%,0.22%,0.00%,68.78%
0009,Andover,Essex,Gr.5,462,12,92,37,17,0,0,304,2.60%,19.91%,8.01%,3.68%,0.00%,0.00%,65.80%
0009,Andover,Essex,Gr.6,467,16,90,34,16,0,1,310,3.43%,19.27%,7.28%,3.43%,0.00%,0.21%,66.38%
0009,Andover,Essex,Gr.7,488,10,100,37,14,2,1,324,2.05%,20.49%,7.58%,2.87%,0.41%,0.20%,66.39%
0009,Andover,Essex,Gr.8,501,18,91,38,13,0,0,341,3.59%,18.16%,7.58%,2.59%,0.00%,0.00%,68.06%
0009,Andover,Essex,Gr.9,455,8,84,27,12,3,0,321,1.76%,18.46%,5.93%,2.64%,0.66%,0.00%,70.55%
0009,Andover,Essex,Gr.10,427,10,84,33,7,2,0,291,2.34%,19.67%,7.73%,1.64%,0.47%,0.00%,68.15%
0009,Andover,Essex,Gr.11,455,8,99,25,10,0,0,313,1.76%,21.76%,5.49%,2.20%,0.00%,0.00%,68.79%
0009,Andover,Essex,Gr.12,424,10,67,23,10,0,0,314,2.36%,15.80%,5.42%,2.36%,0.00%,0.00%,74.06%
0009,Andover,Essex,SPED_Beyond_Grade_12,34,1,1,5,0,0,0,27,2.94%,2.94%,14.71%,0.00%,0.00%,0.00%,79.41%
0009,Andover,Essex,K,340,10,51,19,21,0,1,238,2.94%,15.00%,5.59%,6.18%,0.00%,0.29%,70.00%
0009,Andover,Essex,PK,81,0,20,10,7,0,0,44,0.00%,24.69%,12.35%,8.64%,0.00%,0.00%,54.32%
0010,Arlington,Middlesex,Gr.1,594,15,90,39,61,0,0,389,2.53%,15.15%,6.57%,10.27%,0.00%,0.00%,65.49%
0010,Arlington,Middlesex,Gr.2,517,15,67,24,50,0,0,361,2.90%,12.96%,4.64%,9.67%,0.00%,0.00%,69.83%
0010,Arlington,Middlesex,Gr.3,533,15,104,28,10,1,0,375,2.81%,19.51%,5.25%,1.88%,0.19%,0.00%,70.36%
0010,Arlington,Middlesex,Gr.4,487,17,65,24,29,0,2,350,3.49%,13.35%,4.93%,5.95%,0.00%,0.41%,71.87%
0010,Arlington,Middlesex,Gr.5,507,21,66,32,35,2,1,350,4.14%,13.02%,6.31%,6.90%,0.39%,0.20%,69.03%
0010,Arlington,Middlesex,Gr.6,486,20,40,40,30,0,0,356,4.12%,8.23%,8.23%,6.17%,0.00%,0.00%,73.25%
0010,Arlington,Middlesex,Gr.7,455,15,53,33,31,1,1,321,3.30%,11.65%,7.25%,6.81%,0.22%,0.22%,70.55%
0010,Arlington,Middlesex,Gr.8,444,12,51,31,21,0,1,328,2.70%,11.49%,6.98%,4.73%,0.00%,0.23%,73.87%
0010,Arlington,Middlesex,Gr.9,368,17,36,20,23,0,0,272,4.62%,9.78%,5.43%,6.25%,0.00%,0.00%,73.91%
0010,Arlington,Middlesex,Gr.10,364,16,38,19,22,0,0,269,4.40%,10.44%,5.22%,6.04%,0.00%,0.00%,73.90%
0010,Arlington,Middlesex,Gr.11,342,11,41,23,15,0,0,252,3.22%,11.99%,6.73%,4.39%,0.00%,0.00%,73.68%
0010,Arlington,Middlesex,Gr.12,337,13,33,22,8,0,1,260,3.86%,9.79%,6.53%,2.37%,0.00%,0.30%,77.15%
0010,Arlington,Middlesex,SPED_Beyond_Grade_12,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0010,Arlington,Middlesex,K,524,12,83,31,67,1,0,330,2.29%,15.84%,5.92%,12.79%,0.19%,0.00%,62.98%
0010,Arlington,Middlesex,PK,89,4,20,3,11,0,0,51,4.49%,22.47%,3.37%,12.36%,0.00%,0.00%,57.30%
0014,Ashland,Middlesex,Gr.1,222,6,44,29,11,1,0,131,2.70%,19.82%,13.06%,4.95%,0.45%,0.00%,59.01%
0014,Ashland,Middlesex,Gr.2,204,7,43,27,9,0,0,118,3.43%,21.08%,13.24%,4.41%,0.00%,0.00%,57.84%
0014,Ashland,Middlesex,Gr.3,229,3,34,34,11,0,0,147,1.31%,14.85%,14.85%,4.80%,0.00%,0.00%,64.19%
0014,Ashland,Middlesex,Gr.4,203,5,32,28,7,0,0,131,2.46%,15.76%,13.79%,3.45%,0.00%,0.00%,64.53%
0014,Ashland,Middlesex,Gr.5,227,7,30,26,4,4,0,156,3.08%,13.22%,11.45%,1.76%,1.76%,0.00%,68.72%
0014,Ashland,Middlesex,Gr.6,229,4,30,32,9,4,0,150,1.75%,13.10%,13.97%,3.93%,1.75%,0.00%,65.50%
0014,Ashland,Middlesex,Gr.7,219,7,29,28,8,0,0,147,3.20%,13.24%,12.79%,3.65%,0.00%,0.00%,67.12%
0014,Ashland,Middlesex,Gr.8,210,4,30,27,7,2,0,140,1.90%,14.29%,12.86%,3.33%,0.95%,0.00%,66.67%
0014,Ashland,Middlesex,Gr.9,180,4,29,22,2,2,0,121,2.22%,16.11%,12.22%,1.11%,1.11%,0.00%,67.22%
0014,Ashland,Middlesex,Gr.10,218,8,28,22,7,1,0,152,3.67%,12.84%,10.09%,3.21%,0.46%,0.00%,69.72%
0014,Ashland,Middlesex,Gr.11,212,6,21,28,9,0,0,148,2.83%,9.91%,13.21%,4.25%,0.00%,0.00%,69.81%
0014,Ashland,Middlesex,Gr.12,215,7,31,28,2,1,0,146,3.26%,14.42%,13.02%,0.93%,0.47%,0.00%,67.91%
0014,Ashland,Middlesex,SPED_Beyond_Grade_12,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0014,Ashland,Middlesex,K,188,6,48,14,5,0,0,115,3.19%,25.53%,7.45%,2.66%,0.00%,0.00%,61.17%
0014,Ashland,Middlesex,PK,93,5,22,5,0,0,0,61,5.38%,23.66%,5.38%,0.00%,0.00%,0.00%,65.59%
0016,Attleboro,Bristol,Gr.1,408,26,14,66,28,0,0,274,6.37%,3.43%,16.18%,6.86%,0.00%,0.00%,67.16%
0016,Attleboro,Bristol,Gr.2,407,30,22,56,27,2,0,270,7.37%,5.41%,13.76%,6.63%,0.49%,0.00%,66.34%
0016,Attleboro,Bristol,Gr.3,424,35,16,74,41,0,0,258,8.25%,3.77%,17.45%,9.67%,0.00%,0.00%,60.85%
0016,Attleboro,Bristol,Gr.4,464,32,27,66,42,1,1,295,6.90%,5.82%,14.22%,9.05%,0.22%,0.22%,63.58%
0016,Attleboro,Bristol,Gr.5,437,31,13,67,35,0,0,291,7.09%,2.97%,15.33%,8.01%,0.00%,0.00%,66.59%
0016,Attleboro,Bristol,Gr.6,460,26,26,56,37,2,0,313,5.65%,5.65%,12.17%,8.04%,0.43%,0.00%,68.04%
0016,Attleboro,Bristol,Gr.7,469,32,25,83,23,0,0,306,6.82%,5.33%,17.70%,4.90%,0.00%,0.00%,65.25%
0016,Attleboro,Bristol,Gr.8,473,24,27,73,32,1,0,316,5.07%,5.71%,15.43%,6.77%,0.21%,0.00%,66.81%
0016,Attleboro,Bristol,Gr.9,455,28,16,79,20,1,0,311,6.15%,3.52%,17.36%,4.40%,0.22%,0.00%,68.35%
0016,Attleboro,Bristol,Gr.10,468,29,23,77,14,1,1,323,6.20%,4.91%,16.45%,2.99%,0.21%,0.21%,69.02%
0016,Attleboro,Bristol,Gr.11,459,33,28,67,26,1,2,302,7.19%,6.10%,14.60%,5.66%,0.22%,0.44%,65.80%
0016,Attleboro,Bristol,Gr.12,425,22,13,68,18,2,0,302,5.18%,3.06%,16.00%,4.24%,0.47%,0.00%,71.06%
0016,Attleboro,Bristol,SPED_Beyond_Grade_12,16,2,0,2,0,0,0,12,12.50%,0.00%,12.50%,0.00%,0.00%,0.00%,75.00%
0016,Attleboro,Bristol,K,433,31,15,65,24,1,1,296,7.16%,3.46%,15.01%,5.54%,0.23%,0.23%,68.36%
0016,Attleboro,Bristol,PK,184,8,8,31,5,0,0,132,4.35%,4.35%,16.85%,2.72%,0.00%,0.00%,71.74%
0017,Auburn,Worcester,Gr.1,191,3,9,22,5,0,0,152,1.57%,4.71%,11.52%,2.62%,0.00%,0.00%,79.58%
0017,Auburn,Worcester,Gr.2,171,2,7,17,5,0,0,140,1.17%,4.09%,9.94%,2.92%,0.00%,0.00%,81.87%
0017,Auburn,Worcester,Gr.3,210,8,8,11,9,0,0,174,3.81%,3.81%,5.24%,4.29%,0.00%,0.00%,82.86%
0017,Auburn,Worcester,Gr.4,203,6,4,25,6,0,0,162,2.96%,1.97%,12.32%,2.96%,0.00%,0.00%,79.80%
0017,Auburn,Worcester,Gr.5,208,5,16,23,4,0,0,160,2.40%,7.69%,11.06%,1.92%,0.00%,0.00%,76.92%
0017,Auburn,Worcester,Gr.6,216,7,7,17,9,0,0,176,3.24%,3.24%,7.87%,4.17%,0.00%,0.00%,81.48%
0017,Auburn,Worcester,Gr.7,202,4,9,26,9,0,0,154,1.98%,4.46%,12.87%,4.46%,0.00%,0.00%,76.24%
0017,Auburn,Worcester,Gr.8,209,4,10,17,7,0,0,171,1.91%,4.78%,8.13%,3.35%,0.00%,0.00%,81.82%
0017,Auburn,Worcester,Gr.9,196,5,7,24,4,0,0,156,2.55%,3.57%,12.24%,2.04%,0.00%,0.00%,79.59%
0017,Auburn,Worcester,Gr.10,179,4,6,15,8,0,0,146,2.23%,3.35%,8.38%,4.47%,0.00%,0.00%,81.56%
0017,Auburn,Worcester,Gr.11,175,4,9,9,5,1,0,147,2.29%,5.14%,5.14%,2.86%,0.57%,0.00%,84.00%
0017,Auburn,Worcester,Gr.12,183,3,10,20,8,1,0,141,1.64%,5.46%,10.93%,4.37%,0.55%,0.00%,77.05%
0017,Auburn,Worcester,SPED_Beyond_Grade_12,2,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0017,Auburn,Worcester,K,184,1,3,19,8,1,0,152,0.54%,1.63%,10.33%,4.35%,0.54%,0.00%,82.61%
0017,Auburn,Worcester,PK,107,1,3,7,4,0,0,92,0.93%,2.80%,6.54%,3.74%,0.00%,0.00%,85.98%
0018,Avon,Norfolk,Gr.1,53,11,1,6,7,0,0,28,20.75%,1.89%,11.32%,13.21%,0.00%,0.00%,52.83%
0018,Avon,Norfolk,Gr.2,57,13,3,7,4,0,0,30,22.81%,5.26%,12.28%,7.02%,0.00%,0.00%,52.63%
0018,Avon,Norfolk,Gr.3,59,15,4,8,3,0,0,29,25.42%,6.78%,13.56%,5.08%,0.00%,0.00%,49.15%
0018,Avon,Norfolk,Gr.4,64,16,4,5,3,0,0,36,25.00%,6.25%,7.81%,4.69%,0.00%,0.00%,56.25%
0018,Avon,Norfolk,Gr.5,55,17,1,7,0,0,0,30,30.91%,1.82%,12.73%,0.00%,0.00%,0.00%,54.55%
0018,Avon,Norfolk,Gr.6,58,14,4,3,5,1,0,31,24.14%,6.90%,5.17%,8.62%,1.72%,0.00%,53.45%
0018,Avon,Norfolk,Gr.7,62,17,3,7,6,0,0,29,27.42%,4.84%,11.29%,9.68%,0.00%,0.00%,46.77%
0018,Avon,Norfolk,Gr.8,62,21,3,6,4,1,0,27,33.87%,4.84%,9.68%,6.45%,1.61%,0.00%,43.55%
0018,Avon,Norfolk,Gr.9,50,21,1,7,4,0,0,17,42.00%,2.00%,14.00%,8.00%,0.00%,0.00%,34.00%
0018,Avon,Norfolk,Gr.10,47,18,4,3,2,0,0,20,38.30%,8.51%,6.38%,4.26%,0.00%,0.00%,42.55%
0018,Avon,Norfolk,Gr.11,40,20,2,4,1,0,0,13,50.00%,5.00%,10.00%,2.50%,0.00%,0.00%,32.50%
0018,Avon,Norfolk,Gr.12,47,18,4,3,4,0,0,18,38.30%,8.51%,6.38%,8.51%,0.00%,0.00%,38.30%
0018,Avon,Norfolk,SPED_Beyond_Grade_12,1,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0018,Avon,Norfolk,K,48,7,2,4,3,0,0,32,14.58%,4.17%,8.33%,6.25%,0.00%,0.00%,66.67%
0018,Avon,Norfolk,PK,22,9,1,3,3,0,0,6,40.91%,4.55%,13.64%,13.64%,0.00%,0.00%,27.27%
0020,Barnstable,Barnstable,Gr.1,387,22,14,88,30,1,1,231,5.68%,3.62%,22.74%,7.75%,0.26%,0.26%,59.69%
0020,Barnstable,Barnstable,Gr.2,405,30,5,79,39,1,0,251,7.41%,1.23%,19.51%,9.63%,0.25%,0.00%,61.98%
0020,Barnstable,Barnstable,Gr.3,378,27,9,72,21,0,0,249,7.14%,2.38%,19.05%,5.56%,0.00%,0.00%,65.87%
0020,Barnstable,Barnstable,Gr.4,394,29,5,74,20,1,0,265,7.36%,1.27%,18.78%,5.08%,0.25%,0.00%,67.26%
0020,Barnstable,Barnstable,Gr.5,410,35,6,72,26,2,0,269,8.54%,1.46%,17.56%,6.34%,0.49%,0.00%,65.61%
0020,Barnstable,Barnstable,Gr.6,375,24,8,78,18,4,1,242,6.40%,2.13%,20.80%,4.80%,1.07%,0.27%,64.53%
0020,Barnstable,Barnstable,Gr.7,381,28,9,53,15,0,2,274,7.35%,2.36%,13.91%,3.94%,0.00%,0.52%,71.92%
0020,Barnstable,Barnstable,Gr.8,406,31,8,71,22,1,0,273,7.64%,1.97%,17.49%,5.42%,0.25%,0.00%,67.24%
0020,Barnstable,Barnstable,Gr.9,332,30,5,53,23,2,1,218,9.04%,1.51%,15.96%,6.93%,0.60%,0.30%,65.66%
0020,Barnstable,Barnstable,Gr.10,338,32,5,61,11,1,1,227,9.47%,1.48%,18.05%,3.25%,0.30%,0.30%,67.16%
0020,Barnstable,Barnstable,Gr.11,367,32,4,64,10,1,2,254,8.72%,1.09%,17.44%,2.72%,0.27%,0.54%,69.21%
0020,Barnstable,Barnstable,Gr.12,351,29,10,52,13,1,0,246,8.26%,2.85%,14.81%,3.70%,0.28%,0.00%,70.09%
0020,Barnstable,Barnstable,SPED_Beyond_Grade_12,13,0,1,1,0,1,0,10,0.00%,7.69%,7.69%,0.00%,7.69%,0.00%,76.92%
0020,Barnstable,Barnstable,K,343,30,5,78,37,3,0,190,8.75%,1.46%,22.74%,10.79%,0.87%,0.00%,55.39%
0020,Barnstable,Barnstable,PK,161,9,3,29,26,0,0,94,5.59%,1.86%,18.01%,16.15%,0.00%,0.00%,58.39%
0023,Bedford,Middlesex,Gr.1,198,11,52,11,16,0,0,108,5.56%,26.26%,5.56%,8.08%,0.00%,0.00%,54.55%
0023,Bedford,Middlesex,Gr.2,217,11,51,10,20,0,0,125,5.07%,23.50%,4.61%,9.22%,0.00%,0.00%,57.60%
0023,Bedford,Middlesex,Gr.3,197,14,35,12,15,0,0,121,7.11%,17.77%,6.09%,7.61%,0.00%,0.00%,61.42%
0023,Bedford,Middlesex,Gr.4,202,12,40,14,16,0,0,120,5.94%,19.80%,6.93%,7.92%,0.00%,0.00%,59.41%
0023,Bedford,Middlesex,Gr.5,213,13,43,9,7,0,0,141,6.10%,20.19%,4.23%,3.29%,0.00%,0.00%,66.20%
0023,Bedford,Middlesex,Gr.6,202,14,39,5,8,0,0,136,6.93%,19.31%,2.48%,3.96%,0.00%,0.00%,67.33%
0023,Bedford,Middlesex,Gr.7,210,11,40,13,0,1,0,145,5.24%,19.05%,6.19%,0.00%,0.48%,0.00%,69.05%
0023,Bedford,Middlesex,Gr.8,181,11,28,15,14,0,0,113,6.08%,15.47%,8.29%,7.73%,0.00%,0.00%,62.43%
0023,Bedford,Middlesex,Gr.9,228,20,36,25,8,1,0,138,8.77%,15.79%,10.96%,3.51%,0.44%,0.00%,60.53%
0023,Bedford,Middlesex,Gr.10,236,20,39,17,9,0,0,151,8.47%,16.53%,7.20%,3.81%,0.00%,0.00%,63.98%
0023,Bedford,Middlesex,Gr.11,183,12,19,22,12,0,0,118,6.56%,10.38%,12.02%,6.56%,0.00%,0.00%,64.48%
0023,Bedford,Middlesex,Gr.12,194,11,25,17,7,0,1,133,5.67%,12.89%,8.76%,3.61%,0.00%,0.52%,68.56%
0023,Bedford,Middlesex,SPED_Beyond_Grade_12,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0023,Bedford,Middlesex,K,183,11,37,10,12,0,0,113,6.01%,20.22%,5.46%,6.56%,0.00%,0.00%,61.75%
0023,Bedford,Middlesex,PK,45,3,13,0,2,0,0,27,6.67%,28.89%,0.00%,4.44%,0.00%,0.00%,60.00%
0024,Belchertown,Hampshire,Gr.1,151,1,1,9,13,0,0,127,0.66%,0.66%,5.96%,8.61%,0.00%,0.00%,84.11%
0024,Belchertown,Hampshire,Gr.2,168,0,3,12,5,0,0,148,0.00%,1.79%,7.14%,2.98%,0.00%,0.00%,88.10%
0024,Belchertown,Hampshire,Gr.3,158,2,1,8,8,0,0,139,1.27%,0.63%,5.06%,5.06%,0.00%,0.00%,87.97%
