ORG_CODE,District_Name,COUNTY,Grade,District_Total,Black,Asian,Hispanic,Multiracial,NativeAmerican,NativeHawaiianPacificIslander,White,Black%,Asian%,Hispanic%,Multiracial%,NativeAmerican%,NativeHawaiianPacificIslander%,White%
0332,West Springfield,Hampden,SPED_Beyond_Grade_12,15,1,1,4,0,0,0,9,6.67%,6.67%,26.67%,0.00%,0.00%,0.00%,60.00%
0332,West Springfield,Hampden,K,282,10,31,63,15,0,0,163,3.55%,10.99%,22.34%,5.32%,0.00%,0.00%,57.80%
0332,West Springfield,Hampden,PK,124,9,13,40,3,0,0,59,7.26%,10.48%,32.26%,2.42%,0.00%,0.00%,47.58%
0335,Westwood,Norfolk,Gr.1,213,3,29,10,15,0,0,156,1.41%,13.62%,4.69%,7.04%,0.00%,0.00%,73.24%
0335,Westwood,Norfolk,Gr.2,215,2,29,10,12,0,0,162,0.93%,13.49%,4.65%,5.58%,0.00%,0.00%,75.35%
0335,Westwood,Norfolk,Gr.3,202,1,23,6,19,0,0,153,0.50%,11.39%,2.97%,9.41%,0.00%,0.00%,75.74%
0335,Westwood,Norfolk,Gr.4,228,2,28,12,14,0,0,172,0.88%,12.28%,5.26%,6.14%,0.00%,0.00%,75.44%
0335,Westwood,Norfolk,Gr.5,238,0,24,12,12,0,0,190,0.00%,10.08%,5.04%,5.04%,0.00%,0.00%,79.83%
0335,Westwood,Norfolk,Gr.6,223,5,25,17,11,1,0,164,2.24%,11.21%,7.62%,4.93%,0.45%,0.00%,73.54%
0335,Westwood,Norfolk,Gr.7,228,5,28,9,5,0,0,181,2.19%,12.28%,3.95%,2.19%,0.00%,0.00%,79.39%
0335,Westwood,Norfolk,Gr.8,247,6,33,11,8,0,0,189,2.43%,13.36%,4.45%,3.24%,0.00%,0.00%,76.52%
0335,Westwood,Norfolk,Gr.9,256,10,22,11,10,0,0,203,3.91%,8.59%,4.30%,3.91%,0.00%,0.00%,79.30%
0335,Westwood,Norfolk,Gr.10,255,10,36,9,5,0,0,195,3.92%,14.12%,3.53%,1.96%,0.00%,0.00%,76.47%
0335,Westwood,Norfolk,Gr.11,247,7,20,11,1,0,0,208,2.83%,8.10%,4.45%,0.40%,0.00%,0.00%,84.21%
0335,Westwood,Norfolk,Gr.12,236,10,22,3,5,0,0,196,4.24%,9.32%,1.27%,2.12%,0.00%,0.00%,83.05%
0335,Westwood,Norfolk,SPED_Beyond_Grade_12,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0335,Westwood,Norfolk,K,170,1,21,8,16,0,1,123,0.59%,12.35%,4.71%,9.41%,0.00%,0.59%,72.35%
0335,Westwood,Norfolk,PK,42,1,5,2,4,0,0,30,2.38%,11.90%,4.76%,9.52%,0.00%,0.00%,71.43%
0336,Weymouth,Norfolk,Gr.1,364,26,40,51,15,0,1,231,7.14%,10.99%,14.01%,4.12%,0.00%,0.27%,63.46%
0336,Weymouth,Norfolk,Gr.2,396,26,28,41,25,0,0,276,6.57%,7.07%,10.35%,6.31%,0.00%,0.00%,69.70%
0336,Weymouth,Norfolk,Gr.3,418,36,28,58,20,0,0,276,8.61%,6.70%,13.88%,4.78%,0.00%,0.00%,66.03%
0336,Weymouth,Norfolk,Gr.4,416,21,27,37,12,1,0,318,5.05%,6.49%,8.89%,2.88%,0.24%,0.00%,76.44%
0336,Weymouth,Norfolk,Gr.5,422,37,24,48,18,1,1,293,8.77%,5.69%,11.37%,4.27%,0.24%,0.24%,69.43%
0336,Weymouth,Norfolk,Gr.6,464,25,33,58,24,1,0,323,5.39%,7.11%,12.50%,5.17%,0.22%,0.00%,69.61%
0336,Weymouth,Norfolk,Gr.7,444,37,23,54,18,1,0,311,8.33%,5.18%,12.16%,4.05%,0.23%,0.00%,70.05%
0336,Weymouth,Norfolk,Gr.8,450,40,23,52,16,2,1,316,8.89%,5.11%,11.56%,3.56%,0.44%,0.22%,70.22%
0336,Weymouth,Norfolk,Gr.9,464,27,14,50,18,1,1,353,5.82%,3.02%,10.78%,3.88%,0.22%,0.22%,76.08%
0336,Weymouth,Norfolk,Gr.10,459,25,23,37,24,0,1,349,5.45%,5.01%,8.06%,5.23%,0.00%,0.22%,76.03%
0336,Weymouth,Norfolk,Gr.11,429,28,27,38,15,0,0,321,6.53%,6.29%,8.86%,3.50%,0.00%,0.00%,74.83%
0336,Weymouth,Norfolk,Gr.12,464,23,27,39,10,2,0,363,4.96%,5.82%,8.41%,2.16%,0.43%,0.00%,78.23%
0336,Weymouth,Norfolk,SPED_Beyond_Grade_12,14,3,0,1,2,0,0,8,21.43%,0.00%,7.14%,14.29%,0.00%,0.00%,57.14%
0336,Weymouth,Norfolk,K,360,12,26,49,30,1,1,241,3.33%,7.22%,13.61%,8.33%,0.28%,0.28%,66.94%
0336,Weymouth,Norfolk,PK,199,10,38,10,16,0,0,125,5.03%,19.10%,5.03%,8.04%,0.00%,0.00%,62.81%
0337,Whately,Franklin,Gr.1,15,0,0,0,0,0,0,15,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%
0337,Whately,Franklin,Gr.2,14,0,0,1,1,0,0,12,0.00%,0.00%,7.14%,7.14%,0.00%,0.00%,85.71%
0337,Whately,Franklin,Gr.3,19,0,0,0,0,0,0,19,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%
0337,Whately,Franklin,Gr.4,12,0,0,1,0,0,0,11,0.00%,0.00%,8.33%,0.00%,0.00%,0.00%,91.67%
0337,Whately,Franklin,Gr.5,15,0,0,0,1,0,0,14,0.00%,0.00%,0.00%,6.67%,0.00%,0.00%,93.33%
0337,Whately,Franklin,Gr.6,17,0,0,1,0,0,0,16,0.00%,0.00%,5.88%,0.00%,0.00%,0.00%,94.12%
0337,Whately,Franklin,Gr.7,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0337,Whately,Franklin,Gr.8,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0337,Whately,Franklin,Gr.9,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0337,Whately,Franklin,Gr.10,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0337,Whately,Franklin,Gr.11,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0337,Whately,Franklin,Gr.12,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0337,Whately,Franklin,SPED_Beyond_Grade_12,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0337,Whately,Franklin,K,16,0,0,1,0,0,0,15,0.00%,0.00%,6.25%,0.00%,0.00%,0.00%,93.75%
0337,Whately,Franklin,PK,19,1,0,1,0,0,0,17,5.26%,0.00%,5.26%,0.00%,0.00%,0.00%,89.47%
0340,Williamsburg,Hampshire,Gr.1,19,0,0,0,0,0,0,19,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%
0340,Williamsburg,Hampshire,Gr.2,16,0,1,1,0,0,0,14,0.00%,6.25%,6.25%,0.00%,0.00%,0.00%,87.50%
0340,Williamsburg,Hampshire,Gr.3,16,1,0,0,0,0,0,15,6.25%,0.00%,0.00%,0.00%,0.00%,0.00%,93.75%
0340,Williamsburg,Hampshire,Gr.4,24,1,0,0,0,0,0,23,4.17%,0.00%,0.00%,0.00%,0.00%,0.00%,95.83%
0340,Williamsburg,Hampshire,Gr.5,19,1,0,1,0,0,0,17,5.26%,0.00%,5.26%,0.00%,0.00%,0.00%,89.47%
0340,Williamsburg,Hampshire,Gr.6,17,0,1,0,0,0,0,16,0.00%,5.88%,0.00%,0.00%,0.00%,0.00%,94.12%
0340,Williamsburg,Hampshire,Gr.7,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0340,Williamsburg,Hampshire,Gr.8,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0340,Williamsburg,Hampshire,Gr.9,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0340,Williamsburg,Hampshire,Gr.10,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0340,Williamsburg,Hampshire,Gr.11,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0340,Williamsburg,Hampshire,Gr.12,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0340,Williamsburg,Hampshire,SPED_Beyond_Grade_12,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0340,Williamsburg,Hampshire,K,19,0,0,0,0,0,0,19,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%
0340,Williamsburg,Hampshire,PK,7,0,1,1,0,0,0,5,0.00%,14.29%,14.29%,0.00%,0.00%,0.00%,71.43%
0342,Wilmington,Middlesex,Gr.1,232,2,13,9,12,1,1,194,0.86%,5.60%,3.88%,5.17%,0.43%,0.43%,83.62%
0342,Wilmington,Middlesex,Gr.2,266,5,12,12,12,0,0,225,1.88%,4.51%,4.51%,4.51%,0.00%,0.00%,84.59%
0342,Wilmington,Middlesex,Gr.3,239,3,16,13,8,2,0,197,1.26%,6.69%,5.44%,3.35%,0.84%,0.00%,82.43%
0342,Wilmington,Middlesex,Gr.4,271,2,17,10,8,0,0,234,0.74%,6.27%,3.69%,2.95%,0.00%,0.00%,86.35%
0342,Wilmington,Middlesex,Gr.5,210,3,10,17,7,0,0,173,1.43%,4.76%,8.10%,3.33%,0.00%,0.00%,82.38%
0342,Wilmington,Middlesex,Gr.6,290,4,12,14,9,0,0,251,1.38%,4.14%,4.83%,3.10%,0.00%,0.00%,86.55%
0342,Wilmington,Middlesex,Gr.7,262,4,13,13,5,0,0,227,1.53%,4.96%,4.96%,1.91%,0.00%,0.00%,86.64%
0342,Wilmington,Middlesex,Gr.8,266,5,9,11,11,1,1,228,1.88%,3.38%,4.14%,4.14%,0.38%,0.38%,85.71%
0342,Wilmington,Middlesex,Gr.9,195,3,9,7,10,0,0,166,1.54%,4.62%,3.59%,5.13%,0.00%,0.00%,85.13%
0342,Wilmington,Middlesex,Gr.10,203,3,9,15,6,0,0,170,1.48%,4.43%,7.39%,2.96%,0.00%,0.00%,83.74%
0342,Wilmington,Middlesex,Gr.11,197,3,14,6,7,0,0,167,1.52%,7.11%,3.05%,3.55%,0.00%,0.00%,84.77%
0342,Wilmington,Middlesex,Gr.12,213,3,12,7,1,0,0,190,1.41%,5.63%,3.29%,0.47%,0.00%,0.00%,89.20%
0342,Wilmington,Middlesex,SPED_Beyond_Grade_12,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0342,Wilmington,Middlesex,K,245,4,14,14,14,0,0,199,1.63%,5.71%,5.71%,5.71%,0.00%,0.00%,81.22%
0342,Wilmington,Middlesex,PK,77,0,5,1,6,0,0,65,0.00%,6.49%,1.30%,7.79%,0.00%,0.00%,84.42%
0343,Winchendon,Worcester,Gr.1,100,1,3,3,3,0,0,90,1.00%,3.00%,3.00%,3.00%,0.00%,0.00%,90.00%
0343,Winchendon,Worcester,Gr.2,108,0,2,9,5,0,0,92,0.00%,1.85%,8.33%,4.63%,0.00%,0.00%,85.19%
0343,Winchendon,Worcester,Gr.3,101,0,0,7,6,0,0,88,0.00%,0.00%,6.93%,5.94%,0.00%,0.00%,87.13%
0343,Winchendon,Worcester,Gr.4,90,1,1,8,4,0,0,76,1.11%,1.11%,8.89%,4.44%,0.00%,0.00%,84.44%
0343,Winchendon,Worcester,Gr.5,85,2,3,7,0,0,0,73,2.35%,3.53%,8.24%,0.00%,0.00%,0.00%,85.88%
0343,Winchendon,Worcester,Gr.6,82,0,1,8,3,0,0,70,0.00%,1.22%,9.76%,3.66%,0.00%,0.00%,85.37%
0343,Winchendon,Worcester,Gr.7,101,3,5,6,3,0,1,83,2.97%,4.95%,5.94%,2.97%,0.00%,0.99%,82.18%
0343,Winchendon,Worcester,Gr.8,82,1,0,6,3,0,0,72,1.22%,0.00%,7.32%,3.66%,0.00%,0.00%,87.80%
0343,Winchendon,Worcester,Gr.9,75,0,6,6,4,0,0,59,0.00%,8.00%,8.00%,5.33%,0.00%,0.00%,78.67%
0343,Winchendon,Worcester,Gr.10,74,2,0,8,3,1,0,60,2.70%,0.00%,10.81%,4.05%,1.35%,0.00%,81.08%
0343,Winchendon,Worcester,Gr.11,66,1,1,3,0,0,0,61,1.52%,1.52%,4.55%,0.00%,0.00%,0.00%,92.42%
0343,Winchendon,Worcester,Gr.12,80,2,6,3,2,0,0,67,2.50%,7.50%,3.75%,2.50%,0.00%,0.00%,83.75%
0343,Winchendon,Worcester,SPED_Beyond_Grade_12,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0343,Winchendon,Worcester,K,95,1,0,6,2,0,0,86,1.05%,0.00%,6.32%,2.11%,0.00%,0.00%,90.53%
0343,Winchendon,Worcester,PK,85,2,0,0,3,0,0,80,2.35%,0.00%,0.00%,3.53%,0.00%,0.00%,94.12%
0344,Winchester,Middlesex,Gr.1,343,1,66,7,35,0,0,234,0.29%,19.24%,2.04%,10.20%,0.00%,0.00%,68.22%
0344,Winchester,Middlesex,Gr.2,330,0,64,13,30,0,0,223,0.00%,19.39%,3.94%,9.09%,0.00%,0.00%,67.58%
0344,Winchester,Middlesex,Gr.3,357,5,57,6,29,0,0,260,1.40%,15.97%,1.68%,8.12%,0.00%,0.00%,72.83%
0344,Winchester,Middlesex,Gr.4,360,4,69,11,26,1,0,249,1.11%,19.17%,3.06%,7.22%,0.28%,0.00%,69.17%
0344,Winchester,Middlesex,Gr.5,350,3,55,16,14,0,0,262,0.86%,15.71%,4.57%,4.00%,0.00%,0.00%,74.86%
0344,Winchester,Middlesex,Gr.6,404,5,75,10,29,0,0,285,1.24%,18.56%,2.48%,7.18%,0.00%,0.00%,70.54%
0344,Winchester,Middlesex,Gr.7,349,3,64,12,31,1,0,238,0.86%,18.34%,3.44%,8.88%,0.29%,0.00%,68.19%
0344,Winchester,Middlesex,Gr.8,366,4,59,13,17,2,0,271,1.09%,16.12%,3.55%,4.64%,0.55%,0.00%,74.04%
0344,Winchester,Middlesex,Gr.9,362,7,72,9,11,1,0,262,1.93%,19.89%,2.49%,3.04%,0.28%,0.00%,72.38%
0344,Winchester,Middlesex,Gr.10,344,1,67,13,17,1,2,243,0.29%,19.48%,3.78%,4.94%,0.29%,0.58%,70.64%
0344,Winchester,Middlesex,Gr.11,367,5,60,16,9,1,0,276,1.36%,16.35%,4.36%,2.45%,0.27%,0.00%,75.20%
0344,Winchester,Middlesex,Gr.12,345,8,69,17,15,1,0,235,2.32%,20.00%,4.93%,4.35%,0.29%,0.00%,68.12%
0344,Winchester,Middlesex,SPED_Beyond_Grade_12,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0344,Winchester,Middlesex,K,333,2,58,13,20,0,0,240,0.60%,17.42%,3.90%,6.01%,0.00%,0.00%,72.07%
0344,Winchester,Middlesex,PK,68,1,14,2,5,0,0,46,1.47%,20.59%,2.94%,7.35%,0.00%,0.00%,67.65%
0346,Winthrop,Suffolk,Gr.1,156,2,0,27,1,0,0,126,1.28%,0.00%,17.31%,0.64%,0.00%,0.00%,80.77%
0346,Winthrop,Suffolk,Gr.2,132,1,2,20,2,0,0,107,0.76%,1.52%,15.15%,1.52%,0.00%,0.00%,81.06%
0346,Winthrop,Suffolk,Gr.3,144,1,0,23,2,0,0,118,0.69%,0.00%,15.97%,1.39%,0.00%,0.00%,81.94%
0346,Winthrop,Suffolk,Gr.4,133,2,0,24,3,0,0,104,1.50%,0.00%,18.05%,2.26%,0.00%,0.00%,78.20%
0346,Winthrop,Suffolk,Gr.5,136,2,0,18,3,0,0,113,1.47%,0.00%,13.24%,2.21%,0.00%,0.00%,83.09%
0346,Winthrop,Suffolk,Gr.6,164,3,1,29,3,1,0,127,1.83%,0.61%,17.68%,1.83%,0.61%,0.00%,77.44%
0346,Winthrop,Suffolk,Gr.7,155,3,1,26,1,0,0,124,1.94%,0.65%,16.77%,0.65%,0.00%,0.00%,80.00%
0346,Winthrop,Suffolk,Gr.8,161,2,3,35,3,0,0,118,1.24%,1.86%,21.74%,1.86%,0.00%,0.00%,73.29%
0346,Winthrop,Suffolk,Gr.9,138,0,2,25,1,0,0,110,0.00%,1.45%,18.12%,0.72%,0.00%,0.00%,79.71%
0346,Winthrop,Suffolk,Gr.10,147,1,2,28,1,0,0,115,0.68%,1.36%,19.05%,0.68%,0.00%,0.00%,78.23%
0346,Winthrop,Suffolk,Gr.11,160,2,1,27,1,0,0,129,1.25%,0.63%,16.88%,0.63%,0.00%,0.00%,80.63%
0346,Winthrop,Suffolk,Gr.12,125,4,1,10,0,0,0,110,3.20%,0.80%,8.00%,0.00%,0.00%,0.00%,88.00%
0346,Winthrop,Suffolk,SPED_Beyond_Grade_12,2,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0346,Winthrop,Suffolk,K,162,2,3,24,1,0,0,132,1.23%,1.85%,14.81%,0.62%,0.00%,0.00%,81.48%
0346,Winthrop,Suffolk,PK,50,1,1,2,0,0,0,46,2.00%,2.00%,4.00%,0.00%,0.00%,0.00%,92.00%
0347,Woburn,Middlesex,Gr.1,352,28,39,39,15,3,0,228,7.95%,11.08%,11.08%,4.26%,0.85%,0.00%,64.77%
0347,Woburn,Middlesex,Gr.2,319,19,23,35,10,3,0,229,5.96%,7.21%,10.97%,3.13%,0.94%,0.00%,71.79%
0347,Woburn,Middlesex,Gr.3,328,21,28,31,12,1,1,234,6.40%,8.54%,9.45%,3.66%,0.30%,0.30%,71.34%
0347,Woburn,Middlesex,Gr.4,331,25,29,36,16,1,1,223,7.55%,8.76%,10.88%,4.83%,0.30%,0.30%,67.37%
0347,Woburn,Middlesex,Gr.5,346,24,21,53,14,2,0,232,6.94%,6.07%,15.32%,4.05%,0.58%,0.00%,67.05%
0347,Woburn,Middlesex,Gr.6,347,30,21,39,14,1,2,240,8.65%,6.05%,11.24%,4.03%,0.29%,0.58%,69.16%
0347,Woburn,Middlesex,Gr.7,375,31,22,45,12,0,0,265,8.27%,5.87%,12.00%,3.20%,0.00%,0.00%,70.67%
0347,Woburn,Middlesex,Gr.8,318,20,17,35,8,1,0,237,6.29%,5.35%,11.01%,2.52%,0.31%,0.00%,74.53%
0347,Woburn,Middlesex,Gr.9,283,13,18,32,6,5,0,209,4.59%,6.36%,11.31%,2.12%,1.77%,0.00%,73.85%
0347,Woburn,Middlesex,Gr.10,354,25,22,54,8,1,1,243,7.06%,6.21%,15.25%,2.26%,0.28%,0.28%,68.64%
0347,Woburn,Middlesex,Gr.11,312,23,22,39,3,0,0,225,7.37%,7.05%,12.50%,0.96%,0.00%,0.00%,72.12%
0347,Woburn,Middlesex,Gr.12,300,23,17,39,2,0,0,219,7.67%,5.67%,13.00%,0.67%,0.00%,0.00%,73.00%
0347,Woburn,Middlesex,SPED_Beyond_Grade_12,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0347,Woburn,Middlesex,K,330,17,24,51,21,2,1,214,5.15%,7.27%,15.45%,6.36%,0.61%,0.30%,64.85%
0347,Woburn,Middlesex,PK,156,12,23,17,4,1,0,99,7.69%,14.74%,10.90%,2.56%,0.64%,0.00%,63.46%
0348,Worcester,Worcester,Gr.1,1956,338,108,902,78,5,0,525,17.28%,5.52%,46.11%,3.99%,0.26%,0.00%,26.84%
0348,Worcester,Worcester,Gr.2,1868,290,115,918,72,5,3,465,15.52%,6.16%,49.14%,3.85%,0.27%,0.16%,24.89%
0348,Worcester,Worcester,Gr.3,1805,268,107,824,78,2,0,526,14.85%,5.93%,45.65%,4.32%,0.11%,0.00%,29.14%
0348,Worcester,Worcester,Gr.4,1803,302,88,812,86,3,0,512,16.75%,4.88%,45.04%,4.77%,0.17%,0.00%,28.40%
0348,Worcester,Worcester,Gr.5,1882,298,104,765,101,5,0,609,15.83%,5.53%,40.65%,5.37%,0.27%,0.00%,32.36%
0348,Worcester,Worcester,Gr.6,1879,299,104,754,85,2,0,635,15.91%,5.53%,40.13%,4.52%,0.11%,0.00%,33.79%
0348,Worcester,Worcester,Gr.7,1759,274,121,777,86,6,1,494,15.58%,6.88%,44.17%,4.89%,0.34%,0.06%,28.08%
0348,Worcester,Worcester,Gr.8,1789,309,136,799,62,3,0,480,17.27%,7.60%,44.66%,3.47%,0.17%,0.00%,26.83%
0348,Worcester,Worcester,Gr.9,1978,333,119,936,78,3,0,509,16.84%,6.02%,47.32%,3.94%,0.15%,0.00%,25.73%
0348,Worcester,Worcester,Gr.10,1808,281,145,818,65,1,1,497,15.54%,8.02%,45.24%,3.60%,0.06%,0.06%,27.49%
0348,Worcester,Worcester,Gr.11,1675,313,131,698,61,4,1,467,18.69%,7.82%,41.67%,3.64%,0.24%,0.06%,27.88%
0348,Worcester,Worcester,Gr.12,1709,348,135,696,51,0,0,479,20.36%,7.90%,40.73%,2.98%,0.00%,0.00%,28.03%
0348,Worcester,Worcester,SPED_Beyond_Grade_12,64,10,6,23,3,0,0,22,15.63%,9.38%,35.94%,4.69%,0.00%,0.00%,34.38%
0348,Worcester,Worcester,K,2025,329,120,829,108,4,1,634,16.25%,5.93%,40.94%,5.33%,0.20%,0.05%,31.31%
0348,Worcester,Worcester,PK,1044,237,75,246,44,3,0,439,22.70%,7.18%,23.56%,4.21%,0.29%,0.00%,42.05%
0349,Worthington,Hampshire,Gr.1,10,0,0,1,1,0,0,8,0.00%,0.00%,10.00%,10.00%,0.00%,0.00%,80.00%
0349,Worthington,Hampshire,Gr.2,14,0,0,1,0,0,0,13,0.00%,0.00%,7.14%,0.00%,0.00%,0.00%,92.86%
0349,Worthington,Hampshire,Gr.3,9,0,0,0,0,0,0,9,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%
0349,Worthington,Hampshire,Gr.4,9,0,0,0,0,0,0,9,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%
0349,Worthington,Hampshire,Gr.5,10,0,0,0,0,0,0,10,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%
0349,Worthington,Hampshire,Gr.6,11,0,0,0,1,0,0,10,0.00%,0.00%,0.00%,9.09%,0.00%,0.00%,90.91%
0349,Worthington,Hampshire,Gr.7,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0349,Worthington,Hampshire,Gr.8,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0349,Worthington,Hampshire,Gr.9,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0349,Worthington,Hampshire,Gr.10,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0349,Worthington,Hampshire,Gr.11,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0349,Worthington,Hampshire,Gr.12,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0349,Worthington,Hampshire,SPED_Beyond_Grade_12,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0349,Worthington,Hampshire,K,10,0,0,0,1,1,0,8,0.00%,0.00%,0.00%,10.00%,10.00%,0.00%,80.00%
0349,Worthington,Hampshire,PK,15,0,0,2,0,1,0,12,0.00%,0.00%,13.33%,0.00%,6.67%,0.00%,80.00%
0350,Wrentham,Norfolk,Gr.1,103,0,4,6,4,0,0,89,0.00%,3.88%,5.83%,3.88%,0.00%,0.00%,86.41%
0350,Wrentham,Norfolk,Gr.2,130,3,4,6,10,0,0,107,2.31%,3.08%,4.62%,7.69%,0.00%,0.00%,82.31%
0350,Wrentham,Norfolk,Gr.3,123,2,2,9,3,0,0,107,1.63%,1.63%,7.32%,2.44%,0.00%,0.00%,86.99%
0350,Wrentham,Norfolk,Gr.4,115,1,4,6,7,2,1,94,0.87%,3.48%,5.22%,6.09%,1.74%,0.87%,81.74%
0350,Wrentham,Norfolk,Gr.5,133,0,4,7,7,1,0,114,0.00%,3.01%,5.26%,5.26%,0.75%,0.00%,85.71%
0350,Wrentham,Norfolk,Gr.6,152,3,3,7,6,1,0,132,1.97%,1.97%,4.61%,3.95%,0.66%,0.00%,86.84%
0350,Wrentham,Norfolk,Gr.7,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0350,Wrentham,Norfolk,Gr.8,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0350,Wrentham,Norfolk,Gr.9,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0350,Wrentham,Norfolk,Gr.10,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0350,Wrentham,Norfolk,Gr.11,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0350,Wrentham,Norfolk,Gr.12,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0350,Wrentham,Norfolk,SPED_Beyond_Grade_12,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0350,Wrentham,Norfolk,K,109,1,1,5,6,0,0,96,0.92%,0.92%,4.59%,5.50%,0.00%,0.00%,88.07%
0350,Wrentham,Norfolk,PK,87,3,4,2,5,0,0,73,3.45%,4.60%,2.30%,5.75%,0.00%,0.00%,83.91%
0406,Northampton-Smith Vocational Agricultural,Hampshire,Gr.1,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0406,Northampton-Smith Vocational Agricultural,Hampshire,Gr.2,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0406,Northampton-Smith Vocational Agricultural,Hampshire,Gr.3,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0406,Northampton-Smith Vocational Agricultural,Hampshire,Gr.4,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0406,Northampton-Smith Vocational Agricultural,Hampshire,Gr.5,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0406,Northampton-Smith Vocational Agricultural,Hampshire,Gr.6,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0406,Northampton-Smith Vocational Agricultural,Hampshire,Gr.7,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0406,Northampton-Smith Vocational Agricultural,Hampshire,Gr.8,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0406,Northampton-Smith Vocational Agricultural,Hampshire,Gr.9,145,2,1,15,1,0,0,126,1.38%,0.69%,10.34%,0.69%,0.00%,0.00%,86.90%
0406,Northampton-Smith Vocational Agricultural,Hampshire,Gr.10,116,3,1,12,1,0,0,99,2.59%,0.86%,10.34%,0.86%,0.00%,0.00%,85.34%
0406,Northampton-Smith Vocational Agricultural,Hampshire,Gr.11,123,1,0,18,3,0,0,101,0.81%,0.00%,14.63%,2.44%,0.00%,0.00%,82.11%
0406,Northampton-Smith Vocational Agricultural,Hampshire,Gr.12,112,1,0,20,3,0,0,88,0.89%,0.00%,17.86%,2.68%,0.00%,0.00%,78.57%
